tconst	ordering	nconst	category	job	characters
tt0952541	3	nm0001216	actress	\N	["Dr. Eve Lockhart"]
tt0952541	4	nm0426435	actor	\N	["DI Spencer Jordan"]
tt0952541	5	nm0238886	actress	\N	["DC Stella Goodman"]
tt0952541	6	nm0027215	actor	\N	["Daniel Lennon"]
tt0952541	7	nm0048575	actress	\N	["Dr. Caroline Ritter"]
tt0952541	8	nm1087234	actor	\N	["Mark Lennon"]
tt0952541	9	nm0382854	actor	\N	["Chris Lennon"]
tt0952541	10	nm0390417	actress	\N	["Gloria Lennon"]
tt0952542	1	nm0263368	actor	\N	["Detective Superintendent Peter Boyd"]
tt0952542	2	nm0426855	actress	\N	["Dr. Grace Foley"]
tt0952542	3	nm0001216	actress	\N	["Dr. Eve Lockhart"]
tt0952542	4	nm0426435	actor	\N	["DI Spencer Jordan"]
tt0952542	5	nm0238886	actress	\N	["DC Stella Goodman"]
tt0952542	6	nm0079694	actor	\N	["James Jenson"]
tt0952542	7	nm0728795	actor	\N	["Alan Pierce"]
tt0952542	8	nm0289038	actor	\N	["Dr Bruno Rivelli"]
tt0952542	9	nm0714876	actress	\N	["Sophie Wall"]
tt0952542	10	nm0549861	actor	\N	["Harris Wall"]
tt0952543	1	nm0263368	actor	\N	["Detective Superintendent Peter Boyd"]
tt0952543	2	nm0426855	actress	\N	["Dr. Grace Foley"]
tt0952543	3	nm0001216	actress	\N	["Dr. Eve Lockhart"]
tt0952543	4	nm0426435	actor	\N	["DI Spencer Jordan"]
tt0952543	5	nm0238886	actress	\N	["DC Stella Goodman"]
tt0952543	6	nm0079694	actor	\N	["James Jenson"]
tt0952543	7	nm0728795	actor	\N	["Alan Pierce"]
tt0952543	8	nm0289038	actor	\N	["Dr Bruno Rivelli"]
tt0952543	9	nm0714876	actress	\N	["Sophie Wall"]
tt0952543	10	nm0549861	actor	\N	["Harris Wall"]
tt0954055	1	nm0000652	actor	\N	["Alan Shore"]
tt0954055	2	nm0100866	actress	\N	["Denise Bauer"]
tt0954055	3	nm0885090	actor	\N	["Brad Chase"]
tt0954055	4	nm0041281	actor	\N	["Paul Lewiston"]
tt0954055	5	nm0081572	actor	\N	["Jeffrey Coho"]
tt0954055	6	nm0956603	actress	\N	["Claire Simms"]
tt0954055	7	nm0930637	actor	\N	["Clarence Bell"]
tt0954055	8	nm0000298	actress	\N	["Shirley Schmidt"]
tt0954055	9	nm0000638	actor	\N	["Denny Crane"]
tt0954055	10	nm0247860	actress	\N	["Bethany Horowitz"]
tt0957490	1	nm0068338	actress	\N	["Veronica Mars"]
tt0957490	2	nm0230655	actor	\N	["Logan Echolls"]
tt0957490	3	nm1478045	actor	\N	["Wallace Fennel"]
tt0957490	4	nm1218621	actor	\N	["Dick Casablancas"]
tt0957490	5	nm1194672	actress	\N	["Parker Lee"]
tt0957490	6	nm1645313	actor	\N	["Stosh 'Piz' Piznarski"]
tt0957490	7	nm0001499	actress	\N	["Cindy 'Mac' Mackenzie"]
tt0957490	8	nm0611295	actor	\N	["Sheriff Don Lamb"]
tt0957490	9	nm0135584	actor	\N	["Eli 'Weevil' Navarro"]
tt0957490	10	nm0170186	actor	\N	["Keith Mars"]
tt0959620	1	nm0000652	actor	\N	["Alan Shore"]
tt0959620	2	nm0100866	actress	\N	["Denise Bauer"]
tt0959620	3	nm0885090	actor	\N	["Brad Chase"]
tt0959620	4	nm0041281	actor	\N	["Paul Lewiston"]
tt0959620	5	nm0956603	actress	\N	["Claire Simms"]
tt0959620	6	nm0930637	actor	\N	["Clarence Bell"]
tt0959620	7	nm0000298	actress	\N	["Shirley Schmidt"]
tt0959620	8	nm0000638	actor	\N	["Denny Crane"]
tt0959620	9	nm0247860	actress	\N	["Bethany Horowitz"]
tt0959620	10	nm0066098	actor	\N	["Judge Robert Sanders"]
tt0960237	1	nm0221043	actress	\N	["Temperance Brennan"]
tt0960237	2	nm0004770	actor	\N	["Seeley Booth"]
tt0960237	3	nm0174819	actress	\N	["Angela Montenegro"]
tt0960237	4	nm1090644	actor	\N	["Zack Addy"]
tt0960237	5	nm0853231	actress	\N	["Camille Saroyan"]
tt0960237	6	nm0862328	actor	\N	["Jack Hodgins"]
tt0960237	7	nm0085316	actor	\N	["Chief Jack Cutler"]
tt0960237	8	nm0808606	actor	\N	["Colby Page"]
tt0960237	9	nm0736263	actor	\N	["George Francis"]
tt0960237	10	nm0569732	actor	\N	["Coach Morse"]
tt0961763	1	nm0221043	actress	\N	["Temperance Brennan"]
tt0961763	2	nm0004770	actor	\N	["Seeley Booth"]
tt0961763	3	nm0174819	actress	\N	["Angela Montenegro"]
tt0961763	4	nm1090644	actor	\N	["Zack Addy"]
tt0961763	5	nm0853231	actress	\N	["Camille Saroyan"]
tt0961763	6	nm0862328	actor	\N	["Jack Hodgins"]
tt0961763	7	nm0641939	actor	\N	["Max Keenan"]
tt0961763	8	nm0048497	actor	\N	["Melvin Gallagher"]
tt0961763	9	nm0722632	actor	\N	["Clark Lightner"]
tt0961763	10	nm1801062	actress	\N	["Veleska Miller"]
tt0962364	1	nm0690186	actress	\N	["Dr. Meredith Grey"]
tt0962364	2	nm0644897	actress	\N	["Dr. Cristina Yang"]
tt0962364	3	nm0001337	actress	\N	["Dr. Izzie Stevens"]
tt0962364	4	nm0150362	actor	\N	["Dr. Alex Karev"]
tt0962364	5	nm1165660	actor	\N	["Dr. George O'Malley"]
tt0962364	6	nm0933156	actress	\N	["Dr. Miranda Bailey"]
tt0962364	7	nm0681782	actor	\N	["Dr. Richard Webber"]
tt0962364	8	nm0005532	actress	\N	["Dr. Addison Montgomery"]
tt0962364	9	nm0708381	actress	\N	["Dr. Callie Torres"]
tt0962364	10	nm0199312	actor	\N	["Dr. Mark Sloan"]
tt0962365	1	nm0690186	actress	\N	["Dr. Meredith Grey"]
tt0962365	2	nm0644897	actress	\N	["Dr. Cristina Yang"]
tt0962365	3	nm0001337	actress	\N	["Dr. Izzie Stevens"]
tt0962365	4	nm0150362	actor	\N	["Dr. Alex Karev"]
tt0962365	5	nm1165660	actor	\N	["Dr. George O'Malley"]
tt0962365	6	nm0933156	actress	\N	["Dr. Miranda Bailey"]
tt0962365	7	nm0681782	actor	\N	["Dr. Richard Webber"]
tt0962365	8	nm0005532	actress	\N	["Dr. Addison Montgomery"]
tt0962365	9	nm0708381	actress	\N	["Dr. Callie Torres"]
tt0962365	10	nm0199312	actor	\N	["Dr. Mark Sloan"]
tt0962499	1	nm0068338	actress	\N	["Veronica Mars"]
tt0962499	2	nm0230655	actor	\N	["Logan Echolls"]
tt0962499	3	nm1478045	actor	\N	["Wallace Fennel"]
tt0962499	4	nm1218621	actor	\N	["Dick Casablancas"]
tt0962499	5	nm1194672	actress	\N	["Parker Lee"]
tt0962499	6	nm1645313	actor	\N	["Stosh 'Piz' Piznarski"]
tt0962499	7	nm0001499	actress	\N	["Cindy 'Mac' Mackenzie"]
tt0962499	8	nm0611295	actor	\N	["Sheriff Don Lamb"]
tt0962499	9	nm0135584	actor	\N	["Eli 'Weevil' Navarro"]
tt0962499	10	nm0170186	actor	\N	["Keith Mars"]
tt0963120	1	nm0068338	actress	\N	["Veronica Mars"]
tt0963120	2	nm0230655	actor	\N	["Logan Echolls"]
tt0963120	3	nm1478045	actor	\N	["Wallace Fennel"]
tt0963120	4	nm1218621	actor	\N	["Dick Casablancas"]
tt0963120	5	nm1194672	actress	\N	["Parker Lee"]
tt0963120	6	nm1645313	actor	\N	["Stosh 'Piz' Piznarski"]
tt0963120	7	nm0001499	actress	\N	["Cindy 'Mac' Mackenzie"]
tt0963120	8	nm0611295	actor	\N	["Sheriff Don Lamb"]
tt0963120	9	nm0135584	actor	\N	["Eli 'Weevil' Navarro"]
tt0963120	10	nm0170186	actor	\N	["Keith Mars"]
tt0964281	1	nm0690186	actress	\N	["Dr. Meredith Grey"]
tt0964281	2	nm0644897	actress	\N	["Dr. Cristina Yang"]
tt0964281	3	nm0001337	actress	\N	["Dr. Izzie Stevens"]
tt0964281	4	nm0150362	actor	\N	["Dr. Alex Karev"]
tt0964281	5	nm1165660	actor	\N	["Dr. George O'Malley"]
tt0964281	6	nm0933156	actress	\N	["Dr. Miranda Bailey"]
tt0964281	7	nm0681782	actor	\N	["Dr. Richard Webber"]
tt0964281	8	nm0005532	actress	\N	["Dr. Addison Montgomery"]
tt0964281	9	nm0708381	actress	\N	["Dr. Callie Torres"]
tt0964281	10	nm0199312	actor	\N	["Dr. Mark Sloan"]
tt0965936	1	nm0001597	actor	\N	["Jason Gideon"]
tt0965936	2	nm0004959	actor	\N	["Aaron Hotchner"]
tt0965936	3	nm0108295	actress	\N	["Emily Prentiss"]
tt0965936	4	nm0005245	actor	\N	["Derek Morgan"]
tt0965936	5	nm1131557	actor	\N	["Dr. Spencer Reid"]
tt0965936	6	nm0176882	actress	\N	["Jennifer Jareau"]
tt0965936	7	nm1494536	actress	\N	["Penelope Garcia"]
tt0965936	8	nm0770031	actor	\N	["Evan Abby"]
tt0965936	9	nm0749570	actor	\N	["Lt. Ricardo Vega"]
tt0965936	10	nm0639917	actor	\N	["Vincent Stiles"]
tt0965937	1	nm0001597	actor	\N	["Jason Gideon"]
tt0965937	2	nm0004959	actor	\N	["Aaron Hotchner"]
tt0965937	3	nm0108295	actress	\N	["Emily Prentiss"]
tt0965937	4	nm0005245	actor	\N	["Derek Morgan"]
tt0965937	5	nm1131557	actor	\N	["Dr. Spencer Reid"]
tt0965937	6	nm0176882	actress	\N	["Jennifer Jareau"]
tt0965937	7	nm1494536	actress	\N	["Penelope Garcia"]
tt0965937	8	nm1577637	actor	\N	["William LaMontagne Jr."]
tt0965937	9	nm0450274	actress	\N	["Sarah Danlin"]
tt0965937	10	nm1711052	actor	\N	["Ethan"]
tt0966112	1	nm1102140	actor	\N	["Ted Mosby"]
tt0966112	2	nm0781981	actor	\N	["Marshall Eriksen"]
tt0966112	3	nm1130627	actress	\N	["Robin Scherbatsky"]
tt0966112	4	nm0000439	actor	\N	["Barney Stinson"]
tt0966112	5	nm0004989	actress	\N	["Lily Aldrin"]
tt0966112	6	nm0130282	actress	\N	["Grandma Lois"]
tt0966112	7	nm0269599	actress	\N	["Janice"]
tt0966112	8	nm1042656	actor	\N	["Stuart"]
tt0966112	9	nm0542133	actor	\N	["Brad"]
tt0966112	10	nm1728301	actress	\N	["Treasure"]
tt0969965	1	nm1102140	actor	\N	["Ted Mosby"]
tt0969965	2	nm0781981	actor	\N	["Marshall Eriksen"]
tt0969965	3	nm1130627	actress	\N	["Robin Scherbatsky"]
tt0969965	4	nm0000439	actor	\N	["Barney Stinson"]
tt0969965	5	nm0004989	actress	\N	["Lily Aldrin"]
tt0969965	6	nm2112361	actor	\N	["Mechanic"]
tt0969965	7	nm0165999	actor	\N	["Hick"]
tt0969965	8	nm2024529	actor	\N	["Marcus"]
tt0969965	9	nm0752821	actor	\N	["Marvin Jr."]
tt0969965	10	nm0759345	actor	\N	["Drive-Thru Attendant"]
tt0970986	1	nm0221043	actress	\N	["Temperance Brennan"]
tt0970986	2	nm0004770	actor	\N	["Seeley Booth"]
tt0970986	3	nm0174819	actress	\N	["Angela Montenegro"]
tt0970986	4	nm1090644	actor	\N	["Zack Addy"]
tt0970986	5	nm0853231	actress	\N	["Camille Saroyan"]
tt0970986	6	nm0862328	actor	\N	["Jack Hodgins"]
tt0970986	7	nm0005487	actress	\N	["Nina Sanborn"]
tt0970986	8	nm0910610	actress	\N	["Jean Marie Howard"]
tt0970986	9	nm1406333	actor	\N	["Commander James Adams"]
tt0970986	10	nm0607703	actor	\N	["Colonel Bob Reid"]
tt0971628	1	nm0690186	actress	\N	["Dr. Meredith Grey"]
tt0971628	2	nm0644897	actress	\N	["Dr. Cristina Yang"]
tt0971628	3	nm0001337	actress	\N	["Dr. Izzie Stevens"]
tt0971628	4	nm0150362	actor	\N	["Dr. Alex Karev"]
tt0971628	5	nm1165660	actor	\N	["Dr. George O'Malley"]
tt0971628	6	nm0933156	actress	\N	["Dr. Miranda Bailey"]
tt0971628	7	nm0681782	actor	\N	["Dr. Richard Webber"]
tt0971628	8	nm0005532	actress	\N	["Dr. Addison Montgomery"]
tt0971628	9	nm0708381	actress	\N	["Dr. Callie Torres"]
tt0971628	10	nm0199312	actor	\N	["Dr. Mark Sloan"]
tt0974055	1	nm0000652	actor	\N	["Alan Shore"]
tt0974055	2	nm0100866	actress	\N	["Denise Bauer"]
tt0974055	3	nm0885090	actor	\N	["Brad Chase"]
tt0974055	4	nm0041281	actor	\N	["Paul Lewiston"]
tt0974055	5	nm0956603	actress	\N	["Claire Simms"]
tt0974055	6	nm0930637	actor	\N	["Clarence Bell"]
tt0974055	7	nm0000298	actress	\N	["Shirley Schmidt"]
tt0974055	8	nm0000638	actor	\N	["Denny Crane"]
tt0974055	9	nm0005259	actress	\N	["Renata Hill"]
tt0974055	10	nm0005259	actress	\N	["Sarah Popeil"]
tt0974055	11	nm0247860	actress	\N	["Bethany Horowitz"]
tt0974071	1	nm0001718	actress	\N	["Brenda Leigh Johnson"]
tt0974071	2	nm0799777	actor	\N	["Will Pope"]
tt0974071	3	nm1556631	actor	\N	["David Gabriel"]
tt0974071	4	nm0331666	actor	\N	["Russell Taylor"]
tt0974071	5	nm0047265	actor	\N	["Louie Provenza"]
tt0974071	6	nm0219208	actor	\N	["Andy Flynn"]
tt0974071	7	nm0151033	actor	\N	["Mike Tao"]
tt0974071	8	nm0190441	actor	\N	["Julio Sanchez"]
tt0974071	9	nm0712406	actress	\N	["Irene Daniels"]
tt0974071	10	nm0855103	actor	\N	["Fritz Howard"]
tt0974478	1	nm0068338	actress	\N	["Veronica Mars"]
tt0974478	2	nm0230655	actor	\N	["Logan Echolls"]
tt0974478	3	nm1478045	actor	\N	["Wallace Fennel"]
tt0974478	4	nm1218621	actor	\N	["Dick Casablancas"]
tt0974478	5	nm1194672	actress	\N	["Parker Lee"]
tt0974478	6	nm1645313	actor	\N	["Stosh 'Piz' Piznarski"]
tt0974478	7	nm0001499	actress	\N	["Cindy 'Mac' Mackenzie"]
tt0974478	8	nm0611295	actor	\N	["Sheriff Don Lamb"]
tt0974478	9	nm0135584	actor	\N	["Eli 'Weevil' Navarro"]
tt0974478	10	nm0170186	actor	\N	["Keith Mars"]
tt0975568	1	nm0068338	actress	\N	["Veronica Mars"]
tt0975568	2	nm0230655	actor	\N	["Logan Echolls"]
tt0975568	3	nm1478045	actor	\N	["Wallace Fennel"]
tt0975568	4	nm1218621	actor	\N	["Dick Casablancas"]
tt0975568	5	nm1194672	actress	\N	["Parker Lee"]
tt0975568	6	nm1645313	actor	\N	["Stosh 'Piz' Piznarski"]
tt0975568	7	nm0001499	actress	\N	["Cindy 'Mac' Mackenzie"]
tt0975568	8	nm0611295	actor	\N	["Sheriff Don Lamb"]
tt0975568	9	nm0135584	actor	\N	["Eli 'Weevil' Navarro"]
tt0975568	10	nm0170186	actor	\N	["Keith Mars"]
tt0977178	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977178	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977178	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977178	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977178	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977178	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977178	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977178	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977178	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977178	10	nm0714698	actor	\N	["Colonel Cedric Daniels"]
tt0977179	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977179	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977179	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977179	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977179	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977179	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977179	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977179	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977179	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977179	10	nm0714698	actor	\N	["Deputy Commissioner for Operations Cedric Daniels"]
tt0977180	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977180	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977180	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977180	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977180	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977180	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977180	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977180	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977180	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977180	10	nm0714698	actor	\N	["Colonel Cedric Daniels"]
tt0977181	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977181	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977181	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977181	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977181	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977181	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977181	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977181	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977181	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977181	10	nm0714698	actor	\N	["Colonel Cedric Daniels"]
tt0977182	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977182	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977182	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977182	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977182	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977182	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977182	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977182	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977182	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977182	10	nm0714698	actor	\N	["Deputy Commissioner for Operations Cedric Daniels"]
tt0977183	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977183	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977183	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977183	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977183	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977183	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977183	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977183	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977183	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977183	10	nm0714698	actor	\N	["Deputy Commissioner for Operations Cedric Daniels"]
tt0977184	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977184	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977184	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977184	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977184	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977184	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977184	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977184	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977184	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977184	10	nm0714698	actor	\N	["Deputy Commissioner for Operations Cedric Daniels"]
tt0977185	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977185	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977185	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977185	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977185	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977185	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977185	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977185	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977185	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977185	10	nm0714698	actor	\N	["Deputy Commissioner for Operations Cedric Daniels"]
tt0977186	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0977186	2	nm0146146	actor	\N	["Norman Wilson"]
tt0977186	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0977186	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0977186	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0977186	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0977186	7	nm0565336	actor	\N	["Scott Templeton"]
tt0977186	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0977186	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0977186	10	nm0714698	actor	\N	["Deputy Commissioner for Operations Cedric Daniels"]
tt0977321	1	nm0000652	actor	\N	["Alan Shore"]
tt0977321	2	nm0100866	actress	\N	["Denise Bauer"]
tt0977321	3	nm0885090	actor	\N	["Brad Chase"]
tt0977321	4	nm0041281	actor	\N	["Paul Lewiston"]
tt0977321	5	nm0956603	actress	\N	["Claire Simms"]
tt0977321	6	nm0930637	actor	\N	["Clarence Bell"]
tt0977321	7	nm0000298	actress	\N	["Shirley Schmidt"]
tt0977321	8	nm0000638	actor	\N	["Denny Crane"]
tt0977321	9	nm0247860	actress	\N	["Bethany Horowitz"]
tt0977321	10	nm0498280	actor	\N	["Aaron Sears"]
tt0977922	1	nm0000652	actor	\N	["Alan Shore"]
tt0977922	2	nm0100866	actress	\N	["Denise Bauer"]
tt0977922	3	nm0885090	actor	\N	["Brad Chase"]
tt0977922	4	nm0041281	actor	\N	["Paul Lewiston"]
tt0977922	5	nm0956603	actress	\N	["Claire Simms"]
tt0977922	6	nm0930637	actor	\N	["Clarence Bell"]
tt0977922	7	nm0000298	actress	\N	["Shirley Schmidt"]
tt0977922	8	nm0000638	actor	\N	["Denny Crane"]
tt0977922	9	nm0001844	actor	\N	["Frankie Cox"]
tt0977922	10	nm0066098	actor	\N	["Judge Robert Sanders"]
tt0978049	1	nm1102140	actor	\N	["Ted Mosby"]
tt0978049	2	nm0781981	actor	\N	["Marshall Eriksen"]
tt0978049	3	nm1130627	actress	\N	["Robin Scherbatsky"]
tt0978049	4	nm0000439	actor	\N	["Barney Stinson"]
tt0978049	5	nm0004989	actress	\N	["Lily Aldrin"]
tt0978049	6	nm0498956	actress	\N	["Sarah"]
tt0978049	7	nm1274797	actress	\N	["Church Girl"]
tt0978049	8	nm2119034	actress	\N	["Girl #3"]
tt0978049	9	nm1724833	actress	\N	["Girl #1"]
tt0978049	10	nm2464261	actress	\N	["Girl #2"]
tt0979464	1	nm0001718	actress	\N	["Brenda Leigh Johnson"]
tt0979464	2	nm0799777	actor	\N	["Will Pope"]
tt0979464	3	nm1556631	actor	\N	["David Gabriel"]
tt0979464	4	nm0331666	actor	\N	["Russell Taylor"]
tt0979464	5	nm0047265	actor	\N	["Louie Provenza"]
tt0979464	6	nm0219208	actor	\N	["Andy Flynn"]
tt0979464	7	nm0151033	actor	\N	["Mike Tao"]
tt0979464	8	nm0190441	actor	\N	["Julio Sanchez"]
tt0979464	9	nm0712406	actress	\N	["Irene Daniels"]
tt0979464	10	nm0855103	actor	\N	["Fritz Howard"]
tt0982196	1	nm1102140	actor	\N	["Ted Mosby"]
tt0982196	2	nm0781981	actor	\N	["Marshall Eriksen"]
tt0982196	3	nm1130627	actress	\N	["Robin Scherbatsky"]
tt0982196	4	nm0000439	actor	\N	["Barney Stinson"]
tt0982196	5	nm0004989	actress	\N	["Lily Aldrin"]
tt0982196	6	nm0269599	actress	\N	["Janice"]
tt0982196	7	nm0544067	actor	\N	["Ben"]
tt0982196	8	nm0542133	actor	\N	["Brad"]
tt0982196	9	nm0123488	actor	\N	["Scooter"]
tt0982196	10	nm2127038	actress	\N	["Amy"]
tt0984436	1	nm0001597	actor	\N	["Jason Gideon"]
tt0984436	2	nm0004959	actor	\N	["Aaron Hotchner"]
tt0984436	3	nm0108295	actress	\N	["Emily Prentiss"]
tt0984436	4	nm0005245	actor	\N	["Derek Morgan"]
tt0984436	5	nm1131557	actor	\N	["Dr. Spencer Reid"]
tt0984436	6	nm0176882	actress	\N	["Jennifer Jareau"]
tt0984436	7	nm1494536	actress	\N	["Penelope Garcia"]
tt0984436	8	nm0000462	actress	\N	["Ambassador Elizabeth Prentiss"]
tt0984436	9	nm0579460	actor	\N	["Josh Cramer"]
tt0984436	10	nm0815360	actress	\N	["Natalya Chernus"]
tt0985516	1	nm0922035	actor	\N	["Detective James 'Jimmy' McNulty"]
tt0985516	2	nm0146146	actor	\N	["Norman Wilson"]
tt0985516	3	nm0231283	actor	\N	["Deputy Commissioner for Operations William A. Rawls"]
tt0985516	4	nm0318821	actor	\N	["Mayor Thomas 'Tommy' Carcetti"]
tt0985516	5	nm0424800	actor	\N	["City Editor Augustus 'Gus' Haynes"]
tt0985516	6	nm0522479	actress	\N	["A.S.A. Rhonda Pearlman"]
tt0985516	7	nm0565336	actor	\N	["Scott Templeton"]
tt0985516	8	nm0676370	actor	\N	["Detective Lester Freamon"]
tt0985516	9	nm0682495	actor	\N	["Detective William 'Bunk' Moreland"]
tt0985516	10	nm0714698	actor	\N	["Colonel Cedric Daniels"]
tt0986485	1	nm0000652	actor	\N	["Alan Shore"]
tt0986485	2	nm0100866	actress	\N	["Denise Bauer"]
tt0986485	3	nm0885090	actor	\N	["Brad Chase"]
tt0986485	4	nm0041281	actor	\N	["Paul Lewiston"]
tt0986485	5	nm0956603	actress	\N	["Claire Simms"]
tt0986485	6	nm0930637	actor	\N	["Clarence Bell"]
tt0986485	7	nm0000298	actress	\N	["Shirley Schmidt"]
tt0986485	8	nm0000638	actor	\N	["Denny Crane"]
tt0986485	9	nm0388082	actress	\N	["Kaye Kent"]
tt0986485	10	nm0924918	actor	\N	["Kevin Givens"]
tt0988236	1	nm0221043	actress	\N	["Temperance Brennan"]
tt0988236	2	nm0004770	actor	\N	["Seeley Booth"]
tt0988236	3	nm0174819	actress	\N	["Angela Montenegro"]
tt0988236	4	nm1090644	actor	\N	["Zack Addy"]
tt0988236	5	nm0853231	actress	\N	["Camille Saroyan"]
tt0988236	6	nm0862328	actor	\N	["Jack Hodgins"]
tt0988236	7	nm0118568	actor	\N	["Dan"]
tt0988236	8	nm1878999	actor	\N	["Ben Michaelson"]
tt0988236	9	nm0875765	actress	\N	["Abby Singer"]
tt0988236	10	nm0520901	actor	\N	["Major"]
tt0988237	1	nm0221043	actress	\N	["Temperance Brennan"]
tt0988237	2	nm0004770	actor	\N	["Seeley Booth"]
tt0988237	3	nm0174819	actress	\N	["Angela Montenegro"]
tt0988237	4	nm1090644	actor	\N	["Zack Addy"]
